title,news
MojuKai students perform well at GCMAC,1
Coppinville holds off Dauphin in crosstown rivalry,1
Lincoln High's Ryleigh Keith attends Alabama Farmers,1
Breaking: Pell City approves Rush Propst,1
"Ground broken, Oxford entertainment complex to open",1
Nichols-Lawson cheerleaders to perform during Auburn,1
Pell City student gets inside view of the Trump White House,1
Alpine man accused of eight separate sex charges,1
"Lincoln woman arrested, accused of trying to burn down",1
Southern Smiles of Sylacauga celebrates ribbon cutting,1
United Daughters of Confederacy award prizes,1
Enterprise City Schools receive grant from UAB,1
"Several men, one woman arrested for various charges in",1
First woman circuit judge sworn in,1
Enterprise hosts VA Benefits seminar,1
Enterprise welcomes $12 million residential development,1
Springville's Jeff Smith earns 500th basketball victory,1
Seats going fast for Premiere Cinertainment opening,1
Alpine native shares story about living with vitiligo,1
Kindergarten students at R.L. Young celebrate Johnny,1
Donoho At Ranburne Baseball,1
B'ham woman indicted in connection with death of,1
"Ed Hampton tapped to be new Ashville police chief, has",1
Sylacauga lands Lloyd's Restaurant in former Pete's location,1
Moody varsity boys grab county basketball title,1
Enterprise firefighter retires after more than 27 years,1
"Talladega teen arrested, charged with shooting in Amanda",1
Talladega College softball team earns spot in NAIA,1
Leeds schools superintendent says band's halftime show,1
Springville mayor-elect wants to preserve city's small-town,1
16 arrested on felony drug charges in Talladega County,1
Pell City couple arrested on drug charges following,1
"Sylacauga native, 'Andy Griffith Show' star Jim Nabors has",1
EHS JROTC gets second overall at Stanhope Elmore,1
Rockford man arrested and charged with hindering,1
Bemis Bag quilts topic of discussion at Talladega library,1
Character Counts at Ashville Middle School,1
Jeff Wilson will reclaim mayor's job in Margaret after win,1
(PHOTOS) Race weekend returns to Talladega,1
NJCAA softball: Leeds native shining for JUCO,1
Trussville man charged in identity and forgery cases,1
Chief Rick Oliver looks back on the call that made his career,1
"EHS information on parking permits, schedule distribution",1
Dr. William A. Spann will headline Talladega County,1
"Despite poor grade on report card, Stemley Road",1
Trial date set for Pell City man charged with sexual abuse,1
"Local doctor, cancer survivor talks awareness",1
One dead in Alabama 77 wreck Monday afternoon,1
Shooter Jennings coming to BamaJam,1
Anniston woman held in St. Clair on fentanyl charge,1
Suspect is returned to St. Clair for trial in Malet killing,1
Weaver at Cleburne County Football,1
"Capacity crowd turns out to remember, salute former",1
Michael Barber named Jacksonville public schools' interim,1
"Mary Lauren Kulovitz, Tommy Barrows win Dancing with",1
Talladega native bowls perfect game,1
Talladega man indicted for attempted murder in connection,1
Sylacauga High School recognizes new national honor,1
Fire causes 'significant' damage at Synaflex Rubber Saturday,1
Terry Fellows new Extension Veterans Outreach,1
Bill Stanford turns dealership over to McSweeney Auto Group,1
"Duran North, South cheerleaders perform at Tennessee",1
UPDATED: Former Pell City teacher pleads guilty to having,1
Tyler Robinson brings college coaching experience to St.,1
"""Tea and Tunes:"" Library hosts music, refreshments for",1
Prep football: Munford takes top honors on all-county big,1
"University of Alabama releases Dean's, President's lists for",1
Talladega College band director is moving on,1
Former Pell City head football coach Keith Etheredge hired,1
"Ex-revenue office employee pleads guilty to forgery, ethics",1
Heritage South selected Credit Union of Year for Alabama,1
Elba's Johnson gets turn as Crimson Tide quarterback,1
Nine people currently facing capital murder charges in,1
Talladega Board of Education removes football coach,1
Cleburne County High School Cheerleaders Win Award,1
"Chick-fil-A's “First 100” celebration ends, crowds come on",1
"Caravan of Hope gives away food, supplies at Talladega",1
Springville's Caroline Skellett wins title of Distinguished,1
Anniston man who allegedly stole car with infant inside in,1
Three juveniles charged in attack on victim at I-59 rest area,1
Pell City to rebuild and expand 20 year old Kids Kastle,1
Alabama Power will delay by 2 weeks raising water level,1
2-vehicle accident in Cropwell sends 1 to hospital,1
Moody man dies from injuries in traffic accident,1
Sylacauga man convicted of three of four sex charges,1
Sylacauga teen charged with sexual abuse of 8-year-old girl,1
The Haunted History of Grancer Harrison's dancing ghost,1
"Gadsden man arrested, charged with robbing Munford Jack's",1
Talladega police warn of new scam involving fake,1
Comer teacher named Educator of Year by panel on,1
Rocky White ends coaching career in Alabama,1
Dr. Skip Parvin is new minister at First Baptist Church of,1
PICTURE DAY AT PELL CITY,1
"Allied Mineral investment to bring new building, 13 jobs",1
Rabies spreading in area; World Rabies Day aims to raise,1
Anniston woman jailed as burglary suspect in Talladega,1
Ashville High School seniors graduate May 22The Anniston Star,1
Blue Bell combines 2 favorites in new flavor,1
"Ragland mayor, Place 2 council incumbent will face",1
A walk with John Scoggins,1
Judge denies bond for second hit-and-run defendant,1
OPINION: She'd never had a Girl Scout cookie — until now,1
Coffee County announces Elementary Teacher of the Year,1
"Sylacauga hospital celebrates recognition of its labor,",1
13 fell victim to homicides in Daily Home's coverage area,1
Threats inside a notebook found Inside Ashville High School,1
Pell City Schools superintendent says no students,1
"Enterprise High School sets graduation policies, parking map",1
First psychiatrist office to open in Enterprise,1
Federal firearms offenses charged against Talladega man,1
Two men picked up for SORNA violations,1
Second arrest made in Talladega Downs double homicide,1
Meth distribution charges filed against three,1
3 new judges take oath of office in Talladega County (with,1
Moody 5th-grade students begin L.E.A.D. program,1
Weaver hopes he can bring home $100000 grant for AIDBThe Anniston Star,1
Mayor special guest reader at Kiddie Center,1
"EHS releases pick-up, drop-off patterns",1
"Sales tax holiday, with savings on back-to-school supplies",1
Pell City man sentenced to 15 years on child porn charges,1
"Deputies find more than 50 dogs, some in freezer, at",1
"BETHANY O'REAR: Give More, Give More (column)",1
MCE celebrates Halloween with pumpkin carving contest,1
Circuit court orders response from Rush Propst,1
Former NFL RB and Troy star Brandon Burks arrested on,1
"Kayakers, canoeists encouraged to become educated",1
St. Clair County man arrested on child pornography charges,1
Owners witness destruction of their popular Lincoln,1
Troy student's family searches for dog after crash,1
Chinnabee gravesite holds secrets of its own,1
B.B. Comer Memorial High School plays host to ',1
Marsha Martin named grand marshal for Lincoln Christmas,1
"Elliott, Kirsten Nicole Rafinski",1
Pell City announces system teachers of the year,1
Adam Manning named new Riverside fire chief,1
Westside/Drewry Alumni hold grand reunion in Talladega,1
City approves study of East Highland SchoolThe Anniston Star,1
"Local man finds 6-foot, 6-inch rattlesnake",1
Jaime Giangrosso new principal at Moody Middle School,1
"Pell City PetSmart welcomes first customers, services",1
Young man of Childersburg earns appointment to Air Force,1
Federal court halts re-licensing for Alabama Power's,1
Traffic around Talladega Square partially blocked; detour,1
Pell City native Candice McCool is new Mrs. USA Petite,1
Victory Christian reports successful end to academic year,1
Her home is in the kitchen: KFC employee celebrates 20,1
Jim Lynch joins Southern States Bank Board of Directors,1
'The Northman' actor Alexander Skarsgård will serve as,1
"Munford twins Tracy, Stacy Ruiz graduate from",1
Pell City Schools ex-employee charged with solicitation of,1
Pell City's Dr. Andy Jackson ends teacher of the year,1
Sylacauga police officer Mike Smith promoted to sergeant,1
Confetti cake becomes newest flavor of ice cream from,1
Enterprise Martial Art students end tournament season big,1
Oxford principal Heath Harmon named AHSAA's next,1
6 arrested on felony drug charges in Talladega,1
Eden Westside Baptist Church shifts mission trips to,1
Lyle Harmon appointed new St. Clair Co. district attorney,1
Fundraising effort results in new van for one St. Clair child,1
"Mark Edwards: B.B. Comer fell in state finals, but proved",1
Talladega County district attorney joins Republican party,1
4-H state Dairy Poster Contest winners announced,1
The Annual Vocabulary Parade,1
Pell City's fifth annual Dancing with the Stars set for Friday,1
Team Alpha VIP Fitness prepares program for,1
Employees at FCI Talladega working without pay during,1
Pell City Police Chief calls Thursday press conference in,1
"Green Acres"" is the place to be",1
Principal Byrd will be 'tough to replace',1
Miss Alabama Caitlin Brunell has memories to last a lifetimeThe Anniston Star,1
"Twinadime,' busy media star, still calls Sylacauga home",1
Victory Christian falls to Sumiton Christian 26-6,1
Ashville High head football coach Trey Pike placed on paid,1
EHS releases 2019 football schedule,1
Sylacauga City Council celebrates night of youth baseball,1
Commissioner Bob Mize retains seat representing county,1
ASD's strong defensive effort negated by offensive woes,1
Coppinville stymies AMMS in 21-0 victory,1
Attorney Stevens to be next District 3 commissioner in St.,1
Missing Talladega man's remains positively identified,1
Kidnapping and rape suspect indicted by Talladega grand,1
EHS named among top high schools in AlabamaDothan Eagle,1
Killingsworth addresses people part of school closure,1
"Pursell Farms opens new meeting, event venue",1
